,pred
258,454350.2882996968
259,1030046.9342110695
260,612934.5530195099
261,565486.709943477
262,329464.8775315742
263,436224.40981476574
264,855766.2463458407
265,397014.1504938344
266,2049073.8158521077
267,993511.0619723912
268,564889.6538531187
269,744003.963138431
270,709276.675968296
271,915291.313598171
272,382008.73523073853
273,664215.9310922553
274,444923.6011228159
275,392775.81016489584
276,560868.303264969
277,444923.6011228159
278,127966.09724589922
279,421025.84024604975
280,549386.9473578492
281,856580.8532898448
282,1321634.860582873
283,913079.4422410249
284,274953.3230462088
285,245946.43813342546
286,799175.9875528428
287,502870.6493994574
288,1241619.2569026318
289,289995.476024595
290,628680.8723660291
291,539493.284387389
292,895864.659283963
293,754130.1496571505
294,642003.2371442608
295,784901.2021370374
296,368860.23974613886
297,324092.82326873345
298,736140.1513353066
299,1855291.2082044787
300,438609.7440479744
301,920003.1172722689
302,515037.59892029036
303,1599547.1087472208
304,470223.8242549761
305,887540.2719558956
306,1125670.017829871
307,744448.4274327582
308,728435.2757193281
309,480462.31879737385
310,875392.4888782047
311,229103.69866417986
312,802826.7458624421
313,796608.111889362
314,1075845.5299564078
315,2047785.2516458426
316,1031195.043018746
317,766468.5439706048
318,406623.5833566422
319,700470.2684848013
320,392854.7610377793
321,501396.1646708184
322,299282.68324557267
323,286282.0574951558
324,560900.2044355414
325,279346.0773528578
326,761160.0387700441
327,1269363.3992177024
328,439812.096883514
329,1267574.4714494697
330,884603.5522170097
331,463786.6900483382
332,536145.173575864
333,2884002.975316609
334,774448.3886969645
335,442986.53884879267
336,988497.3667107936
337,874772.057850512
338,1076177.1079418196
339,392753.28366530285
340,305293.03478691954
341,1269430.3481444076
342,683989.6080134365
343,579894.0055685157
344,400983.64374409826
345,565759.3742609138
346,942992.3746504611
347,412051.12123015063
348,435438.8278199124
349,418288.10866408754
350,732699.3050200691
351,409226.1617279594
352,724491.7555604846
353,853269.048630591
354,376120.18661065574
355,221262.44361870008
356,474642.77545436396
357,238039.18277427097
358,3038371.751843967
359,342843.7155913611
360,787431.0008528292
361,649187.9172687634
362,473305.79034197406
363,645015.942442279
364,686113.0421363517
365,1288874.8115957305
366,971938.8457671268
367,1631345.6333038567
368,708327.8340487108
369,937756.4632595947
370,465670.1808270403
371,593041.1766154469
372,1138116.9991656593
373,249600.3271742127
374,685800.8766936206
375,381894.1464616062
376,264593.4154762975
377,812522.0401710151
378,141628.48505239302
379,648022.4550457735
380,269239.1959643903
381,605407.6209689042
382,432983.37914076884
383,1204509.849697498
384,1802211.8086287696
385,840970.3669267694
386,708305.4119762663
387,2116393.7098384877
388,218946.0531981929
389,321560.3170093224
390,522477.6789112239
391,957426.6670377081
392,256675.70961637012
393,230970.5933591215
394,345544.4880136555
395,1585582.6091407733
396,276623.2834153922
397,199557.95355257628
398,452251.70770236047
399,317592.4510227895
400,367388.09454177174
401,622337.4468026196
402,790556.5518123694
403,558026.2944710716
404,452267.2081715878
405,1007906.8027630359
406,1903927.6191748066
407,925697.4686491723
408,526152.393024359
409,521630.5468478636
410,629169.2778209252
411,2086176.3006079262
412,500312.08967361005
413,601161.0460522453
414,819769.4733205534
415,904822.1012279838
416,636481.3907741623
417,1337013.9484464664
418,1428396.8473633823
419,882258.8685362916
420,742034.7563984431
421,1392292.0968880414
422,294149.6858143539
423,848542.502933965
424,894472.9939619058
425,660851.7459459624
426,1241454.5526891334
427,715540.1496015763
428,1037417.3877793272
429,656785.3741896544
430,880500.6804070949
431,394260.41831697087
432,754843.0280089658
433,271348.8794791754
434,2257765.0305612083
435,460761.7214635366
436,707022.6724566629
437,808070.3272745551
438,467590.2752432796
439,717640.4404462931
440,218252.24879350603
441,180820.03433338954
442,428810.2993005373
443,340052.0576741709
444,1433247.05114674
445,149035.38496781813
446,287542.49858117686
447,690148.57463788
448,298268.4867717572
449,662586.845009656
450,2367262.1111574126
451,1035445.243706818
452,156249.08637745894
453,1235161.9828976144
454,491191.8164134787
455,517774.1419590763
456,831118.2862837573
457,435393.01660276833
458,606857.0498595692
459,430207.25186625705
460,748795.6194500006
461,970979.6713738383
462,812125.4738174395
463,521977.7959686631
464,304348.0541790596
465,378633.26729933935
466,792679.3896767151
467,646960.3488922395
468,386562.56535441923
469,449351.5281679918
470,749862.0630918432
471,509940.02169116284
472,342206.4005132839
473,596240.8624402622
474,520569.7188102416
475,1291090.1544581424
476,448904.31938820495
477,274304.1169117814
478,204242.8968519069
479,406637.5223682261
480,2339698.378483919
481,674135.0047601328
482,315999.1651526693
483,1610839.5392292265
484,1109407.7334634557
485,167590.24216528385
486,1162168.7527794447
487,940460.0109317537
488,320639.48046676925
489,1735588.3031303822
490,591408.2111330458
491,875894.7061791066
492,1196608.5865895764
493,695860.450531321
494,783107.7136658739
495,765680.4238911637
496,410447.4412547404
497,1180605.0563672294
498,337933.51995325525
499,421116.71982741635
500,260365.31084533437
501,1157259.381483409
502,1179082.4980672877
503,451853.2430999493
504,1099977.6313777957
505,389014.7470389508
506,157144.9160824249
507,706543.6560317645
508,339536.86951345624
509,588329.5306871763
510,128622.11328209187
511,385975.7947927677
512,714504.1731604766
513,943756.5117120153
514,524091.6468566062
515,874132.4093983074
516,762898.8273166538
517,248305.5932284628
518,351960.91938034643
519,458093.7272164674
520,332418.3954026068
521,216324.3793622027
522,935974.5706505652
523,141637.19257352574
524,698281.9799858285
525,1242965.4415627003
526,319457.1819383345
527,1064960.828661614
528,462869.53337174444
529,400664.2600863857
530,671251.5312620521
531,276623.2834153922
532,747645.6006474233
533,476586.33241220814
534,249714.88848176057
535,326121.2346376741
536,628237.6345902825
537,1008436.3532870079
538,1054900.3291768574
539,457556.20225943
540,487286.40857491095
541,1617136.887541494
542,483263.4862476306
543,404537.9176545491
544,922132.8610696149
545,1886979.2994492673
546,486814.00332433044
547,858378.6531972024
548,1038392.2866939409
549,682942.6512247726
550,663799.129665237
551,599121.2953513513
552,1002179.2300349696
553,1016929.3405788366
554,410872.1251671848
555,1088982.9752298554
556,473387.874775557
557,454151.9158478355
558,270160.9051823968
559,397351.4822778514
560,155560.9941691362
561,681553.4047816019
562,407365.2095291413
563,765527.736661494
564,517488.8077955072
565,1049456.6509773822
566,186444.80540945122
567,424225.35176712734
568,451393.3791269508
569,629838.1513017089
570,435858.04904601944
571,411515.56190787454
572,221615.42955222775
573,901572.765735781
574,391597.15129827743
575,274962.1022474212
576,621847.9431990468
577,402523.17593315017
578,466075.9313420646
579,1441314.6143130714
580,289299.7221797435
581,1656410.076279557
582,1672934.9773688843
583,339536.86951345624
584,658439.658371562
585,700470.2684848013
586,513452.07142696355
587,386744.3504243762
588,469519.73392162763
589,475718.0358302203
590,1759702.9466297133
591,1520735.0309307054
592,676758.638124624
593,501094.7576086949
594,355222.9614205241
595,310671.86505056196
596,465938.8395966772
597,1088212.8331229573
598,695593.82795472
599,765809.1825252813
600,659773.4835963614
601,1600922.5739833203
602,1158550.5213946847
603,1057618.712246377
604,613973.5200459874
605,803260.4127203518
606,530827.7962926504
607,612683.1785123192
608,565115.1528376974
609,1229765.9099272112
610,797810.5393371797
611,804357.475353751
612,566151.8670172476
613,172654.84419419096
614,1151415.3024912232
615,774010.5835662844
616,421452.4892986911
617,241306.09475290022
618,430846.8256313334
619,918211.6979938374
620,690500.4796559865
621,260989.66411924217
622,1365963.7246056923
623,1370435.8226836133
624,315653.35184332426
625,484250.67636865104
626,1178424.2108256326
627,699870.3952960126
628,621784.4767982018
629,920820.0870742013
630,341450.03852177464
631,466887.5130523268
632,1255788.8948386528
633,372109.44744125823
634,732234.7085275069
635,1250091.4551621042
636,942868.2109792676
637,2199617.6320675523
638,670915.3436457532
639,1044415.2763825676
640,473185.45404287847
641,362711.4936988123
642,754336.2294526624
643,804221.131809192
644,223436.2298201214
645,556842.115647736
646,238978.9459110334
647,714956.4708385012
648,695307.0283914184
649,457781.56870669936
650,558371.5482312577
651,709165.474937666
652,763684.9745307886
653,761289.345760138
654,343970.74961193965
655,423015.0250670596
656,625902.4697010804
657,882810.4468525122
658,348995.4059203775
659,318004.3239095141
660,634278.3358665559
661,723587.6633821533
662,749447.0247417714
663,604156.3562519153
664,406178.1583905813
665,156249.08637745894
666,783847.0464081968
667,938806.4836512476
668,2087928.4096174613
669,2590272.6314190947
670,132177.09144943586
671,1681820.618893724
672,1015868.3992566245
673,372955.12078717595
674,506337.47161095747
675,476268.52181546245
676,1483104.6639219488
677,349870.13264782407
678,122012.70480633751
679,223400.42869840827
680,935889.5696058633
681,788858.8099968716
682,400714.62058501167
683,274167.17164983414
684,358690.8953551913
685,399102.63042464317
686,357196.3713992055
687,452314.74954672414
688,178891.81010448214
689,1424986.2572231162
690,708633.8426007124
691,713480.0098923289
692,1020457.193446523
693,832892.9223593435
694,694093.2601131138
695,345066.98387327965
696,848342.1678620941
697,1625202.6719766327
698,762068.6223507259
699,956261.1137512831
700,929926.5988068833
701,1195228.5228024381
702,218391.62816517724
703,424753.85082429677
704,189053.02116310684
705,522876.31680853426
706,877678.9066838059
707,357042.6686266148
708,498439.37655061693
709,372203.40150503925
710,1106835.0388034023
711,421241.226905963
712,858830.8325801648
713,241443.00229377186
714,750871.516505492
715,385568.03818306763
716,241403.1793863822
717,1663651.6790252486
718,928289.9164996059
719,542298.8240113023
720,259733.295887451
721,688412.6430838497
722,822601.1392918371
723,2803371.7364053517
724,224558.2016518666
725,1096924.9451078393
726,497395.67973645136
727,368981.3584097299
728,507222.6381009454
729,715013.6661710404
730,403905.50190353027
731,409934.493062247
732,958850.0150058576
733,225934.65081889203
734,427184.9322514098
735,361573.59852185415
736,1336322.2631856957
737,229302.53425005867
738,751810.7164779332
739,785130.3163325824
740,760401.2476947993
741,1217243.4513187243
742,536546.843748406
743,621347.8724510284
744,1791429.9978880703
745,614765.6712224208
746,430143.35657292354
747,1929568.4882455964
748,410044.26879275107
749,1250091.4551621042
750,479640.53796103277
751,606267.3471059509
752,1476561.770030949
753,298405.6115645949
754,1140605.1358884505
755,502870.6493994574
756,417397.7041010824
757,515702.58982491493
758,423537.6699581642
759,1730092.555693267
760,615030.3329253704
761,2365693.381917152
762,2157859.738599742
763,1288356.0033940312
764,515460.7931551426
765,361174.71882041584
766,416116.3041066091
767,809753.3359522572
768,524385.2512473128
769,888594.5465610854
770,321836.0216160782
771,422259.1709127194
772,359867.9572470778
773,401728.17653511564
774,627415.2461940851
775,1271331.6497953627
776,1619880.7044042095
777,444566.3945319293
778,1336078.287813078
779,561575.2979433998
780,1566580.240034135
781,479306.75931945106
782,242822.98315686034
783,146995.83091556557
784,356755.89621386887
785,737935.7760825614
786,286806.19765317615
787,295132.45180221956
788,782746.8034719782
789,372303.15700588655
790,533225.5154759728
791,1444813.089473436
792,275566.167072517
793,1151386.7010403387
794,495161.3361420007
795,363575.36442927225
796,825346.0635893353
797,695491.1716301109
798,1232346.5615348427
799,1818494.4681244576
800,148660.8430443573
801,765769.185140533
802,569284.4773046388
803,1148012.158567365
804,674666.3495921019
805,362697.0624636583
806,624875.3062404454
807,434255.18930607726
808,238078.37627470613
809,274478.1675588852
810,231175.55054248267
811,773700.0959621675
812,1962695.085954249
813,706880.0428035794
814,778148.8841640359
815,222824.81282231244
816,948867.2458728538
817,601061.9524100529
818,1181561.666955864
819,443994.0947858906
820,861983.4297364396
821,536304.7839767658
822,758187.1473797667
823,921766.35737783
824,499485.233949619
825,1313710.2648257888
826,257036.50294230846
827,806200.5532475716
828,975270.588632956
829,470304.6692527812
830,621347.8724510284
831,364017.3977340874
832,308270.65640441474
833,286551.4529342982
834,761959.8664007082
835,228207.00405289268
836,1143346.9024391517
837,208586.499044562
838,722596.0528139357
839,680905.5418866652
840,349973.8965817419
841,189053.02116310684
842,859977.3083809059
843,629344.4996040269
844,663648.6879536901
845,486911.328302971
846,353490.3361080886
847,2571688.215268233
848,967821.3761755404
849,402129.7284677674
850,848966.2694326834
851,535652.9312246793
852,440606.4971810287
853,523895.5180933211
854,1057634.3215385957
855,432664.76512712514
856,333769.01452064485
857,249600.3271742127
858,148393.66247666103
859,167179.15616309937
860,340960.2906770114
861,1270501.0029164683
862,827859.4414013838
863,699451.4741742687
864,537611.0499520017
865,477527.5637369697
866,512298.8699043979
867,860233.5607892325
868,1286056.4034880488
869,900504.8707926946
870,511308.74665297684
871,141628.48505239302
872,446266.89641850896
873,299282.68324557267
874,1027246.7673186655
875,653762.2777453993
876,381799.15580406523
877,324369.01541815756
878,1146855.112061173
879,236741.1385715148
880,593787.5891826646
881,318683.1801859747
882,574459.1328848851
883,1383554.828202776
884,1002337.3401987775
885,1029999.391976354
886,886802.5487350936
887,913083.4844128735
888,1144580.7828942228
889,1048388.8136887414
890,851875.2692551916
891,448061.93138950225
892,683449.9888076868
893,233036.28649570103
894,732627.5016642069
895,614024.4771785903
896,732627.5016642069
897,334801.1122299671
898,749459.0139045989
899,1269225.3343418236
900,622967.3258176933
901,1007149.6371209399
902,577046.2848531614
903,369570.25597128295
904,1369105.6726476988
905,727443.2906234534
906,225926.31180707164
907,899743.3732393928
908,283361.0840258498
909,448535.59626600525
910,427922.7583901769
911,1044450.1219179379
912,757361.1039006837
913,493831.3734619648
914,755269.1914766127
915,239996.95607717204
916,586332.4360909861
917,420697.4170589153
918,644233.5648237402
919,780058.3512836591
920,407142.96669345035
921,432014.3283480591
922,1016398.550344776
923,1099723.5053076982
924,1703708.993087757
925,1320778.63858255
926,566937.2615355477
927,564631.0051175277
928,1290585.0966933635
929,383672.2822527273
930,504491.7487124351
931,1353413.879049362
932,367201.0058685294
933,715548.688116701
934,595267.8482208069
935,1020960.8268209802
936,998474.4772409319
937,517633.54289636086
938,1165211.2107514339
939,600725.5423400254
940,1278346.9266988137
941,477020.54993108264
942,438744.6171859067
943,835918.6585123782
944,834984.0412086893
945,426548.6697930973
946,468926.3417258365
947,914986.4074432988
948,747845.3932817851
949,451610.2414547649
950,635885.4380306292
951,1180989.2401968658
952,418302.95225231134
953,748163.617043026
954,770422.0029879474
955,910853.5790155501
956,355108.69171323226
957,1843154.929308786
958,410090.1869283206
959,230486.4452998498
960,940341.245745329
961,167179.15616309937
962,1588283.574039316
963,349318.91816980805
964,675358.8939265253
965,181987.70126061572
966,1266590.9153094685
967,506322.71247102326
968,1012421.5524220845
969,1067079.9957367873
970,935623.5526977109
971,399840.905226367
972,365966.8176741248
973,303746.8762307768
974,368311.42887399415
975,952987.7757979339
976,461032.3862882489
977,597021.8674124823
978,293952.58528255246
979,274953.3230462088
980,717981.9456234947
981,1242903.285046703
982,461462.587776525
983,328841.4190734178
984,763678.9921987611
985,609126.6609655122
986,374285.7018314278
987,695403.5010188039
988,2509935.177422604
989,1163722.914444938
990,1667428.5594789654
991,1096453.0685871665
992,347531.0320818849
993,782079.1989762076
994,531867.0620169612
995,1515631.8882225936
996,695162.8076710071
997,317760.3936887457
998,1632987.0083872285
999,229063.76527792696
1000,758087.3162069722
1001,1005453.5942479527
1002,444923.6011228159
1003,1447684.6325757147
1004,694093.2601131138
1005,1226756.921920231
1006,182990.89574465057
1007,482664.80632780766
1008,435931.7875832703
1009,828506.9818974999
1010,1012603.5333686826
1011,612758.1306893422
1012,522096.70950954856
1013,730267.3075318942
1014,473396.52175624843
1015,327367.6217481911
1016,450691.33226067974
1017,245132.33904255377
1018,509423.9889908607
1019,215167.92688238047
1020,261176.10792034309
1021,874466.7135213012
1022,664998.6711417757
1023,212873.55768019723
1024,137047.78110263284
1025,681617.8680610294
1026,540268.309263804
1027,264544.43256086996
1028,1472262.236176604
1029,694390.9696408844
1030,329436.04182634107
1031,848286.5403226886
1032,224854.61712584653
1033,478681.4599521452
1034,2228971.1050388427
1035,770014.1474004197
1036,524737.9479918005
1037,225073.84015008947
1038,1211144.7256114844
1039,221262.44361870008
1040,736612.503936895
1041,388884.24510196544
1042,396346.2464133172
1043,181987.70126061572
1044,873147.3111924732
1045,409999.9489127696
1046,1099977.6313777957
1047,667865.4042354869
1048,1190581.7555325257
1049,451805.7106459149
1050,923170.9596163963
1051,614547.548199411
1052,317991.67707301705
1053,436200.8107309512
1054,649020.5271521593
1055,483590.09530802036
1056,831176.9464296865
1057,656785.3741896544
1058,391903.6914336242
1059,564419.4502224141
1060,332668.27054667915
1061,518661.91588804463
1062,1781104.5962426518
1063,700578.719487117
1064,513660.1665272358
1065,899616.9854636651
1066,1178424.2108256326
1067,2146550.2196878437
1068,789266.1899455666
1069,1019572.6398055782
1070,432112.975256636
1071,587066.067993944
1072,1938685.013012813
1073,450350.1885954361
1074,357534.1645234526
1075,222839.54164115954
1076,707104.6247612243
1077,204242.8968519069
1078,887719.9416862727
1079,980698.9844148342
1080,449612.563412609
1081,392242.8121349761
1082,505949.2242692733
1083,263613.81086959474
1084,222839.54164115954
1085,235731.18554341557
1086,146413.15820543276
1087,330057.36766131106
1088,540986.5145016027
1089,874609.7189413594
1090,513348.98266100965
1091,393054.7596506684
1092,453137.14937247825
1093,695199.083584707
1094,413107.5385919976
1095,1278489.9217160165
1096,461882.7535736087
1097,1003940.8446391973
1098,890157.8359049337
1099,399862.8927596414
1100,1676235.5417828958
1101,356367.0681345405
1102,539643.9589777415
1103,997972.6116016926
1104,409812.16744477954
1105,662586.845009656
1106,950153.3326005996
1107,834024.9272068911
1108,1191814.6594673495
1109,1742218.301900529
1110,765677.5206803747
1111,496425.91335845075
1112,488091.56100062584
1113,177378.4025265064
1114,286282.0574951558
1115,214519.85381341988
1116,757756.1647079798
1117,510459.46509846457
1118,705945.6010874079
1119,528596.097242557
1120,176766.769111029
1121,346494.3800735028
1122,564514.4980202677
1123,444923.6011228159
1124,305626.75657897594
1125,3643056.476651593
1126,317629.1537433075
1127,656785.3741896544
1128,245946.43813342546
1129,729571.4669585343
1130,1259507.0472175847
1131,588495.3181533545
1132,298692.8357025564
1133,899183.8394428823
1134,543182.8939084439
1135,292152.6875016719
1136,630717.7859734442
1137,213594.33426299776
1138,367319.84399453463
1139,2115596.4601888745
1140,181987.70126061572
1141,401376.77849197894
1142,1493826.2336163525
1143,664129.665255081
1144,692605.5366191237
1145,135682.55986886052
1146,414257.8486765974
1147,530730.8489939829
1148,884603.5522170097
1149,468202.50064789574
1150,150550.86576018285
1151,155597.7176087778
1152,606453.9155061615
1153,920624.0246356137
1154,1054929.4889375535
1155,347331.5521456603
1156,593515.4456121807
1157,546876.0242801203
1158,434507.05341738946
1159,412577.4747541594
1160,588207.9550306345
1161,473046.51698497974
1162,527384.6413715556
1163,695613.5840838815
1164,782309.8131540924
1165,396398.9284444415
1166,616051.6816100484
1167,193514.07953187058
1168,1206154.1792497456
1169,1742114.083207529
1170,1353521.8429137948
1171,553734.6321710702
1172,726496.2403396813
1173,519596.0705998162
1174,813952.8229560632
1175,1361347.4755021802
1176,363058.4872498162
1177,858037.7836344512
1178,415998.2170823786
1179,1533806.3029977204
1180,2170424.35821512
1181,932886.2666946443
1182,298560.4393011394
1183,300811.62831081275
1184,239996.95607717204
1185,468593.19520173693
1186,1210242.4716120393
1187,352913.3748640542
1188,304403.4262823488
1189,362118.3457052326
1190,403002.4307627508
1191,378549.75458072254
1192,791598.8521894922
1193,1001994.3742802993
1194,216760.43331027727
1195,399615.41966762336
1196,529985.2519344509
1197,264521.57338319847
1198,1001599.9907024555
1199,716528.2935671055
1200,241841.54325068116
1201,409781.2206273786
1202,343164.7542448322
1203,2386863.6617971975
1204,388316.9042958315
1205,545391.0802065679
1206,1343455.4313895805
1207,454507.0008432692
1208,397801.723157306
1209,683230.1403747806
1210,447066.52992987825
1211,296981.7923456889
1212,498413.74518124765
1213,1294128.447220207
1214,226647.15449710249
1215,577335.0651495452
1216,382710.2471058336
1217,445145.3215142789
1218,1179499.8012643908
1219,477885.3643737955
1220,1970245.2024123804
1221,598475.2063401726
1222,356361.0049186645
1223,538321.990546281
1224,245743.7999453336
1225,1332628.3978887533
1226,662026.4146596576
1227,1675317.4402235579
1228,606674.3849414777
1229,399948.44055803807
1230,748676.1652610607
1231,1174928.7415425398
1232,1182374.393815532
1233,688100.5635274507
1234,715253.9094947926
1235,551417.0238979935
1236,762766.4221879585
1237,3249230.3616142147
1238,441713.82176419406
1239,241085.8444800089
1240,509799.02369045006
1241,636020.849297546
1242,865602.7310002107
1243,540128.2053937995
1244,177378.4025265064
1245,223041.56395581603
1246,325676.0732026533
1247,1391331.143464851
1248,272289.79038096784
1249,1100414.0837333365
1250,367255.0158037826
1251,349573.9260262156
1252,745794.6838753272
1253,388503.80208594614
1254,1834200.770774798
1255,244340.40925891392
1256,575791.2622619736
1257,369097.148708234
1258,577933.2223200568
1259,253040.3153086597
1260,651811.8362696898
1261,1817247.215861187
1262,775227.9053348192
1263,1045858.0174746144
1264,171147.3548006339
1265,400210.28392367525
1266,445757.1546272633
1267,749508.6722634794
1268,436241.3795675563
1269,484879.20762374694
1270,170156.74971202534
1271,1186640.6690383398
1272,815391.5674859135
1273,985039.7898186374
1274,349148.8236743266
1275,875846.4968415346
1276,608112.5201957948
1277,761851.5336218738
1278,406229.61869362113
1279,551147.9318732049
1280,865214.6642189705
1281,721219.4816083845
1282,415996.01261456974
1283,625563.4902436504
1284,829661.1035390466
1285,314928.165003444
1286,1068470.5601493267
1287,318178.0079947276
1288,1045872.1276933855
1289,493506.20103997015
1290,1443129.7335257363
1291,609331.1611775138
1292,404864.2427407778
1293,165725.43324428023
1294,515866.1181706316
1295,1348275.2666274803
1296,407490.29842961376
1297,1689237.0548061605
1298,350746.98648991715
1299,890577.3032777813
1300,237638.57429702848
1301,1141439.6459283514
1302,680322.9704811174
1303,424904.8018870732
1304,393051.70436884125
1305,938994.2176150032
1306,421862.95933009166
1307,1006699.9022750369
1308,393170.851583271
1309,308040.72280604317
1310,241090.48170498555
1311,1553636.8702096434
1312,1411947.387972225
1313,527080.3087986811
1314,953880.499025622
1315,1184936.6623911567
1316,427713.8428912993
1317,344868.592068978
1318,433506.83394910156
1319,630683.8478212534
1320,842976.8133115089
1321,954930.9427504503
1322,594521.834535764
1323,700276.9651388893
1324,520234.12343058723
1325,440722.3006856616
1326,270314.47564229975
1327,1390372.2991297524
1328,516869.2324940554
1329,297594.4024512347
1330,714749.1840988153
1331,1363805.5198863756
1332,535464.7998394229
1333,414707.49956069933
1334,292344.3779285471
1335,1195032.1577368607
1336,184644.12439977642
1337,207265.34649143182
1338,1490869.4660609306
1339,930470.7921306022
1340,621301.9350329698
1341,1627678.1682053609
1342,209409.3382055886
1343,156907.575375354
1344,484458.15804719547
1345,1134894.3718067643
1346,745332.6499070659
1347,627674.6065639574
1348,852966.5265362934
1349,585492.5665482734
1350,340455.6414531678
1351,437837.51365611044
1352,634073.7175940633
